mmsi,lat,lon,speed,course,timestamp,speed_diff,course_diff,anomaly
228056800,43.508226666666665,-1.4911083333333333,0,0,2025-04-07T11:05:48.696Z,0,0,1
244870589,52.368415,4.88672,0,0,2025-04-07T11:05:48.703Z,0,0,1
253242357,48.95857333333333,8.197894999999999,0,0,2025-04-07T11:05:48.707Z,0,0,1
357787000,54.435885,12.08233,0,0,2025-04-07T11:05:48.709Z,0,0,1
232003389,50.11731666666667,-5.530583333333333,0,0,2025-04-07T11:05:48.722Z,0,0,1
211248050,53.41462166666667,10.253328333333334,0,0,2025-04-07T11:05:48.722Z,0,0,1
205404090,51.21525666666666,2.981735,0,0,2025-04-07T11:05:48.722Z,0,0,1
244032365,51.85207166666667,6.098658333333334,0,0,2025-04-07T11:05:48.724Z,0,0,1
244750690,52.375710000000005,4.955801666666667,0,0,2025-04-07T11:05:48.734Z,0,0,1
235056987,51.507466666666666,-0.0815383333333333,0,0,2025-04-07T11:05:48.735Z,0,0,1
257035500,67.28198833333333,14.37244,0,0,2025-04-07T11:05:48.737Z,0,0,1
230357000,60.31371,5.196618333333333,0,0,2025-04-07T11:05:48.748Z,0,0,1
305540000,57.752433333333336,9.40101,0,0,2025-04-07T11:05:48.757Z,0,0,1
205477290,51.30442666666667,4.26846,0,0,2025-04-07T11:05:48.771Z,0,0,1
211437930,51.26152166666667,4.332935,0,0,2025-04-07T11:05:48.775Z,0,0,1
367617020,41.600375,-71.39602333333333,0,0,2025-04-07T11:05:48.776Z,0,0,1
244690998,51.91089,4.406540000000001,0,0,2025-04-07T11:05:48.777Z,0,0,1
244630115,51.9149,4.209606666666667,0,0,2025-04-07T11:05:48.779Z,0,0,1
211534110,52.520815,13.385448333333333,0,0,2025-04-07T11:05:48.791Z,0,0,1
244013585,52.37048833333333,4.911913333333334,0,0,2025-04-07T11:05:48.791Z,0,0,1
255805996,35.78436833333333,14.897638333333331,0,0,2025-04-07T11:05:48.792Z,0,0,1
263601250,38.495718333333336,-8.836791666666667,0,0,2025-04-07T11:05:48.797Z,0,0,1
227023200,49.47553833333333,0.1322733333333333,0,0,2025-04-07T11:05:48.799Z,0,0,1
538007989,49.476065,-0.1014466666666666,0,0,2025-04-07T11:05:48.807Z,0,0,1
244700948,51.90113,4.570391666666667,0,0,2025-04-07T11:05:48.814Z,0,0,1
246144000,53.51931,6.540751666666667,0,0,2025-04-07T11:05:48.823Z,0,0,1
244750013,51.819831666666666,4.960045,0,0,2025-04-07T11:05:48.824Z,0,0,1
211191520,53.52416,9.889283333333331,0,0,2025-04-07T11:05:48.828Z,0,0,1
211549350,53.47742333333333,9.95592,0,0,2025-04-07T11:05:48.829Z,0,0,1
257058500,59.26064333333333,10.417538333333331,0,0,2025-04-07T11:05:48.831Z,0,0,1
235092439,51.453965,1.08604,0,0,2025-04-07T11:05:48.835Z,0,0,1
256003725,35.833421666666666,14.54862,0,0,2025-04-07T11:05:48.836Z,0,0,1
230925000,53.62920999999999,-0.2003483333333333,0,0,2025-04-07T11:05:48.841Z,0,0,1
265797590,55.86789,12.8236,0,0,2025-04-07T11:05:48.848Z,0,0,1
215290000,28.08182,-15.377153333333332,0,0,2025-04-07T11:05:48.857Z,0,0,1
367370160,27.88929166666667,-82.54042833333332,0,0,2025-04-07T11:05:48.860Z,0,0,1
244002067,52.38074666666667,4.8999733333333335,0,0,2025-04-07T11:05:48.863Z,0,0,1
255805991,38.53084,-28.621726666666667,0,0,2025-04-07T11:05:48.868Z,0,0,1
249223000,54.90378333333333,18.74798333333333,0,0,2025-04-07T11:05:48.872Z,0,0,1
355444000,53.31019833333333,-6.090585,0,0,2025-04-07T11:05:48.877Z,0,0,1
220590000,40.40207166666666,0.7114633333333333,0,0,2025-04-07T11:05:48.879Z,0,0,1
308516000,26.083806666666664,-80.11445333333333,0,0,2025-04-07T11:05:48.880Z,0,0,1
319002600,25.77739,-80.15937833333334,0,0,2025-04-07T11:05:48.881Z,0,0,1
255915799,51.2813,4.326083333333333,0,0,2025-04-07T11:05:48.883Z,0,0,1
319263100,43.588005,7.131971666666667,0,0,2025-04-07T11:05:48.885Z,0,0,1
249233000,43.587135,7.123679999999999,0,0,2025-04-07T11:05:48.886Z,0,0,1
319113200,43.587455,7.131496666666666,0,0,2025-04-07T11:05:48.887Z,0,0,1
319211480,43.58666166666667,7.130484999999999,0,0,2025-04-07T11:05:48.894Z,0,0,1
319274600,43.5873,7.124055,0,0,2025-04-07T11:05:48.894Z,0,0,1
244690781,52.39938666666667,4.89134,0,0,2025-04-07T11:05:48.899Z,0,0,1
211665560,51.450135,6.741523333333333,0,0,2025-04-07T11:05:48.906Z,0,0,1
269057522,51.346295000000005,3.830515,0,0,2025-04-07T11:05:48.907Z,0,0,1
245546000,59.921598333333336,25.78973333333333,0,0,2025-04-07T11:05:48.908Z,0,0,1
241911000,37.93983166666667,23.630266666666667,0,0,2025-04-07T11:05:48.909Z,0,0,1
265630250,59.43334333333333,18.702983333333336,0,0,2025-04-07T11:05:48.921Z,0,0,1
211321160,54.335863333333336,9.721326666666666,0,0,2025-04-07T11:05:48.926Z,0,0,1
235041088,50.84394333333333,-0.9899733333333334,0,0,2025-04-07T11:05:48.928Z,0,0,1
244690474,51.893395000000005,4.399885,0,0,2025-04-07T11:05:48.929Z,0,0,1
367597640,40.70060166666666,-73.971425,0,0,2025-04-07T11:05:48.932Z,0,0,1
265663480,59.31962333333333,18.153901666666663,0,0,2025-04-07T11:05:48.950Z,0,0,1
218008130,54.30912666666666,9.671391666666668,0,0,2025-04-07T11:05:48.951Z,0,0,1
316055401,45.40808666666667,-73.538015,0,0,2025-04-07T11:05:48.952Z,0,0,1
244042000,52.41935,4.535200000000001,0,0,2025-04-07T11:05:48.963Z,0,0,1
246645000,54.58633333333333,10.736061666666666,0,0,2025-04-07T11:05:48.968Z,0,0,1
538008271,36.16012166666667,-12.289958333333336,0,0,2025-04-07T11:05:48.974Z,0,0,1
228239600,49.775803333333336,-0.3382483333333333,0,0,2025-04-07T11:05:48.986Z,0,0,1
372967000,50.48258333333333,-0.3007833333333333,0,0,2025-04-07T11:05:48.986Z,0,0,1
244660900,51.89638,5.597105,0,0,2025-04-07T11:05:48.988Z,0,0,1
265762030,59.752155,19.08068833333333,0,0,2025-04-07T11:05:48.996Z,0,0,1
265604470,59.355646666666665,18.411755000000003,0,0,2025-04-07T11:05:49.002Z,0,0,1
244057482,52.36987333333333,4.946503333333334,0,0,2025-04-07T11:05:49.028Z,0,0,1
367730680,39.351805,-81.53903166666667,0,0,2025-04-07T11:05:49.029Z,0,0,1
244710890,51.89422,4.437444999999999,0,0,2025-04-07T11:05:49.031Z,0,0,1
601938800,-33.902163333333334,18.424163333333336,0,0,2025-04-07T11:05:49.034Z,0,0,1
256929000,35.68683333333333,14.7975,0,0,2025-04-07T11:05:49.036Z,0,0,1
309461000,49.43429,-0.49997,0,0,2025-04-07T11:05:49.037Z,0,0,1
224137940,41.884795,3.3558833333333333,0,0,2025-04-07T11:05:49.039Z,0,0,1
246869000,51.55764333333333,-2.978905,0,0,2025-04-07T11:05:49.042Z,0,0,1
265522490,59.322145,18.10515333333333,0,0,2025-04-07T11:05:49.052Z,0,0,1
218856000,54.56985333333333,12.64233,0,0,2025-04-07T11:05:49.060Z,0,0,1
319230200,25.785816666666665,-80.18007333333334,0,0,2025-04-07T11:05:49.080Z,0,0,1
244013363,51.82265833333334,4.1358966666666666,0,0,2025-04-07T11:05:49.092Z,0,0,1
228818000,49.76693,-0.3524166666666666,0,0,2025-04-07T11:05:49.101Z,0,0,1
538011426,45.639275,13.747066666666663,0,0,2025-04-07T11:05:49.104Z,0,0,1
244810866,51.89478333333333,4.449363333333333,0,0,2025-04-07T11:05:49.104Z,0,0,1
